QUOTE;AUTHOR;GENRE
Well, I think indigenous peoples have ways of living on the Earth that they've had forever. And they've been overrun by organized religion, which has had a lot of money and power.;Alice Walker;money
My goal isn't to make money, it's to try and survive and make a point.;Marilyn Manson;money
I'm not a driven businessman, but a driven artist. I never think about money. Beautiful things make money.;Lord Acton;money
Find something in life that you love doing. If you make a lot of money, that's a bonus, and if you don't, you still won't hate going to work.;Jeff Foxworthy;money
But men are so full of greed today, they'll sell anything for a little piece of money.;Little Richard;money
Almost anyone can be an author the business is to collect money and fame from this state of being.;A. A. Milne;money
The trouble with our people is as soon as they got out of slavery they didn't want to give the white man nothing else. But the fact is, you got to give em something. Either your money, your land, your woman or your ass.;Alice Walker;money
Money and women. They're two of the strongest things in the world. The things you do for a woman you wouldn't do for anything else. Same with money.;Satchel Paige;money
The man whose only pleasure in life is making money, weighs less on the moral scale than an angleworm.;Josh Billings;money
I don't understand it. Jack will spend any amount of money to buy votes but he balks at investing a thousand dollars in a beautiful painting.;Jackie Kennedy;money
Why should people go out and pay money to see bad films when they can stay at home and see bad television for nothing?;Samuel Goldwyn;money
I think that in a year I may retire. I cannot take my money with me when I die and I wish to enjoy it, with my family, while I live. I should prefer living in Germany to any other country, though I am an American, and am loyal to my country.;Harry Houdini;money
You know, I look like a woman but I think like a man. And in this world of business, that has helped me a lot. Because by the time they think that I don't know what's goin' on, I then got the money, and gone.;Dolly Parton;money
Language is like money, without which specific relative values may well exist and be felt, but cannot be reduced to a common denominator.;George Santayana;money
The thing that differentiates man from animals is money.;Gertrude Stein;money
People have taken time out of their day and spent their money to come sit down at a concert. And it's jazz music-it's not easy for them to get to it. I don't want them ever to feel that I'm taking their presence lightly.;Wynton Marsalis;money
I'm not really interested in making money.;Steven Spielberg;money
Money is to my social existence what health is to my body.;Mason Cooley;money
I really don't like talking about money. All I can say is that the Good Lord must have wanted me to have it.;Larry Bird;money
Where large sums of money are concerned, it is advisable to trust nobody.;Agatha Christie;money
